FOODCODE,DESCRIPTION,F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks),cycle
58136160,"Lo mein, with chicken",0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.68,0.0,0.68,0.7,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1720
58137210,"Pad Thai, NFS",0.02,0.0,0.0,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.5,0.0,0.5,1.02,0.63,0.0,0.0,0.0,0.63,0.0,0.0,0.13,0.0,0.26,0.0,0.0,0.0,0.0,0.0,4.87,0.37,0.67,0.0,1720
58137220,"Pad Thai, meatless",0.02,0.0,0.0,0.02,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.53,0.0,0.53,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,0.27,0.0,0.0,0.0,0.0,0.0,7.14,0.3,0.71,0.0,1720
58137230,Pad Thai with chicken,0.02,0.0,0.0,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.5,0.0,0.5,1.02,0.63,0.0,0.0,0.0,0.63,0.0,0.0,0.13,0.0,0.26,0.0,0.0,0.0,0.0,0.0,4.87,0.37,0.67,0.0,1720
58137240,Pad Thai with seafood,0.02,0.0,0.0,0.02,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.51,0.0,0.51,0.89,0.48,0.0,0.0,0.0,0.0,0.0,0.48,0.14,0.0,0.27,0.0,0.0,0.0,0.0,0.0,5.03,0.29,0.69,0.0,1720
58137250,Pad Thai with meat,0.02,0.0,0.0,0.02,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.51,0.0,0.51,0.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.26,0.0,0.0,0.0,0.0,0.0,5.0,0.38,0.68,0.0,1720
58137300,"Adobo, with noodles",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,2.17,2.17,1.07,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,1720
58140110,"Spaghetti with corned beef, Puerto Rican style",0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.7,0.88,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.26,8.12,3.37,0.0,0.0,1720
58140310,"Macaroni with tuna, Puerto Rican style",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.6,0.6,0.0,0.0,0.0,0.0,0.15,0.45,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,1.66,2.16,0.0,0.0,1720
58145110,Macaroni or noodles with cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.14,0.0,0.37,0.63,8.48,0.1,0.0,1720
58145111,"Macaroni or noodles with cheese, from restaurant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.05,0.0,0.24,0.0,4.91,0.0,0.0,1720
58145112,"Macaroni or noodles with cheese, made from packaged mix",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.09,1.1,6.46,0.0,0.0,1720
58145113,"Macaroni or noodles with cheese, canned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,2.05,0.0,0.0,1720
58145117,"Macaroni or noodles with cheese, Easy Mac type",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,1.54,0.0,0.0,1720
58145119,"Macaroni or noodles with cheese, made from reduced fat packaged mix",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.08,0.57,3.57,0.0,0.0,1720
58145120,Macaroni or noodles with cheese and tuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.68,0.68,0.0,0.0,0.0,0.0,0.17,0.51,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.07,0.9,5.3,0.0,0.0,1720
58145135,Macaroni or noodles with cheese and meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,1.08,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.06,0.75,7.24,0.0,0.0,1720
58145136,"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,4.48,0.0,0.0,1720
58145140,Macaroni or noodles with cheese and tomato,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.07,0.89,5.21,0.0,0.0,1720
58145160,Macaroni or noodles with cheese and frankfurters or hot dogs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.56,0.56,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.07,0.9,9.79,0.0,0.0,1720
58145170,Macaroni or noodles with cheese and egg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.1,0.03,0.0,0.07,2.04,6.16,0.0,0.0,1720
58145190,Macaroni or noodles with cheese and chicken or turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,1.23,1.23,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.06,0.73,4.49,0.0,0.0,1720
58145300,"Macaroni or noodles with cheese, whole grain",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.68,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.14,0.0,0.37,0.63,8.48,0.1,0.0,1720
58146120,"Pasta with tomato-based sauce, cheese and meat",0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.02,0.0,0.47,0.0,0.47,0.56,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.0,0.0,0.15,1.49,3.59,0.0,0.0,1720
58146150,Pasta with tomato-based sauce and cheese,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,3.05,1.32,0.29,0.0,1720
58146160,"Pasta with vegetables, no sauce or dressing",0.0,0.0,0.0,0.0,0.22,0.06,0.09,0.0,0.09,0.05,0.0,0.05,0.02,0.0,0.91,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1720
58146210,"Pasta with sauce, NFS",0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.76,0.19,0.0,1720
58146215,"Pasta with sauce, meatless, school lunch",0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.23,0.0,1720
58146221,"Pasta with tomato-based sauce, restaurant",0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,0.0,0.21,0.0,1720
58146222,"Pasta with tomato-based sauce, home recipe",0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.23,0.0,1720
58146223,"Pasta with tomato-based sauce, ready-to-heat",0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.22,0.0,1720
58146301,"Pasta with tomato-based sauce, and added vegetables, restaurant",0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.14,0.01,0.0,0.0,0.0,0.05,0.0,0.68,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.16,0.0,1720
58146302,"Pasta with tomato-based sauce, and added vegetables, home recipe",0.0,0.0,0.0,0.0,0.23,0.0,0.17,0.15,0.02,0.0,0.0,0.0,0.06,0.0,0.73,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.18,0.0,1720
58146303,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat",0.0,0.0,0.0,0.0,0.23,0.0,0.17,0.15,0.02,0.0,0.0,0.0,0.06,0.0,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.17,0.0,1720
58146315,"Pasta with sauce and meat, from school lunch",0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.32,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.84,0.21,0.0,1720
58146321,"Pasta with tomato-based sauce and meat, restaurant",0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.7,0.17,0.0,1720
58146322,"Pasta with tomato-based sauce and meat, home recipe",0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.76,0.19,0.0,1720
58146323,"Pasta with tomato-based sauce and meat, ready-to-heat",0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.28,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.74,0.18,0.0,1720
58146331,"Pasta with tomato-based sauce, meat, and added vegetables, restaurant",0.0,0.0,0.0,0.0,0.16,0.0,0.12,0.11,0.01,0.0,0.0,0.0,0.04,0.0,0.68,0.0,0.68,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.7,0.13,0.0,1720
58146332,"Pasta with tomato-based sauce, meat, and added vegetables, home recipe",0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.12,0.01,0.0,0.0,0.0,0.05,0.0,0.73,0.0,0.73,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.76,0.14,0.0,1720
58146333,"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat",0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.12,0.01,0.0,0.0,0.0,0.05,0.0,0.72,0.0,0.72,0.28,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.74,0.14,0.0,1720
58146341,"Pasta with tomato-based sauce and poultry, restaurant",0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.29,0.29,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.17,0.0,1720
58146342,"Pasta with tomato-based sauce and poultry, home recipe",0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.32,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.19,0.0,1720
58146343,"Pasta with tomato-based sauce and poultry, ready-to-heat",0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.31,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.18,0.0,1720
58146351,"Pasta with tomato-based sauce, poultry, and added vegetables, restaurant",0.0,0.0,0.0,0.0,0.16,0.0,0.12,0.11,0.01,0.0,0.0,0.0,0.04,0.0,0.68,0.0,0.68,0.29,0.29,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.0,0.13,0.0,1720
58146352,"Pasta with tomato-based sauce, poultry, and added vegetables, home recipe",0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.12,0.01,0.0,0.0,0.0,0.05,0.0,0.73,0.0,0.73,0.32,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.14,0.0,1720
58146353,"Pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat",0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.12,0.01,0.0,0.0,0.0,0.05,0.0,0.72,0.0,0.72,0.31,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.14,0.0,1720
58146361,"Pasta with tomato-based sauce and seafood, restaurant",0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.17,0.0,1720
58146362,"Pasta with tomato-based sauce and seafood, home recipe",0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.19,0.0,1720
58146363,"Pasta with tomato-based sauce and seafood, ready-to-heat",0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.18,0.0,1720
58146371,"Pasta with tomato-based sauce, seafood, and added vegetables, restaurant",0.0,0.0,0.0,0.0,0.16,0.0,0.12,0.11,0.01,0.0,0.0,0.0,0.04,0.0,0.68,0.0,0.68,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.0,0.13,0.0,1720
58146372,"Pasta with tomato-based sauce, seafood, and added vegetables, home recipe",0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.12,0.01,0.0,0.0,0.0,0.05,0.0,0.73,0.0,0.73,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.14,0.0,1720
58146373,"Pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.12,0.01,0.0,0.0,0.0,0.05,0.0,0.72,0.0,0.72,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,0.14,0.0,1720
58146381,"Pasta with cream sauce, restaurant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,6.84,6.6,0.0,0.0,1720
58146382,"Pasta with cream sauce, home recipe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,7.15,0.0,0.0,1720
58146383,"Pasta with cream sauce, ready-to-heat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,1.81,7.0,0.0,0.0,1720
58146391,"Pasta with cream sauce and added vegetables, restaurant",0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.68,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,6.84,5.05,0.0,0.0,1720
58146392,"Pasta with cream sauce and added vegetables, from home recipe",0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.73,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,5.47,0.0,0.0,1720
58146393,"Pasta with cream sauce and added vegetables, ready-to-heat",0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,1.81,5.35,0.0,0.0,1720
58146401,"Pasta with cream sauce and meat, restaurant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,6.84,6.06,0.0,0.0,1720
58146402,"Pasta with cream sauce and meat, home recipe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,6.57,0.0,0.0,1720
58146403,"Pasta with cream sauce and meat, ready-to-heat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.28,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,1.81,6.43,0.0,0.0,1720
58146411,"Pasta with cream sauce, meat, and added vegetables, restaurant",0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.68,0.0,0.68,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,6.84,4.8,0.0,0.0,1720
58146412,"Pasta with cream sauce, meat, and added vegetables, home recipe",0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.73,0.0,0.73,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,5.2,0.0,0.0,1720
58146413,"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.72,0.0,0.72,0.28,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,1.81,5.09,0.0,0.0,1720
58146421,"Pasta with cream sauce and poultry, restaurant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.29,0.29,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,6.84,5.42,0.0,0.0,1720
58146422,"Pasta with cream sauce and poultry, home recipe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.32,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,5.87,0.0,0.0,1720
58146423,"Pasta with cream sauce and poultry, ready-to-heat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.31,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,1.81,5.74,0.0,0.0,1720
58146431,"Pasta with cream sauce, poultry, and added vegetables, restaurant",0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.68,0.0,0.68,0.29,0.29,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,6.84,4.15,0.0,0.0,1720
58146432,"Pasta with cream sauce, poultry, and added vegetables, home recipe",0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.73,0.0,0.73,0.32,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,4.5,0.0,0.0,1720
58146433,"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.72,0.0,0.72,0.31,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,1.81,4.4,0.0,0.0,1720
58146441,"Pasta with cream sauce and seafood, restaurant",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,6.84,5.36,0.0,0.0,1720
58146442,"Pasta with cream sauce and seafood, home recipe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,5.81,0.0,0.0,1720
58146443,"Pasta with cream sauce and seafood, ready-to-heat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,1.81,5.68,0.0,0.0,1720
58146451,"Pasta with cream sauce, seafood, and added vegetables, restaurant",0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.68,0.0,0.68,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,6.84,4.1,0.0,0.0,1720
